id,title,authors,year,start_page,end_page,subject,filename,editors,doi,isbn,issn,proceeding_title,series_title,publisher,publication_place,conference_date,conference_location,session_title,publication_type,language,peer_review_status,label_forschungssoftware,label_forschungssoftware_erklärung,label_software_evaluation,label_software_evaluation_erklärung,label_lehr_lern_setting,label_lehr_lern_setting_erklärung,label_prozess_paradigma,label_prozess_paradigma_erklärung,label_lernende_paradigma,label_lernende_paradigma_erklärung,label_design_paradigma,label_design_paradigma_erklärung,label_bildungstechnologie_paradigma,label_bildungstechnologie_paradigma_erklärung
1,Gibt es eine Net Generation? Widerlegung einer Mystifizierung,"Schulmeister, Rolf",2008,15.0,28.0,,15.pdf,"Seehusen, Silke; Lucke, Ulrike; Fischer, Stefan",,978-3-88579-226-0,1617-5468,DeLFI 2008: Die 6. e-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-132",Gesellschaft für Informatik e. V.,Bonn,07. - 10. September 2008,Lübeck,Regular Research Papers,Text/Conference Paper,de,,0,"Die Publikation enthält keine spezifische Forschungssoftware wie Quellcode, Algorithmen oder Skripte, die zu einem Forschungszweck erstellt wurden. Es handelt sich um eine theoretisch-kritische Analyse ohne Bezug zu eigener Softwareentwicklung.",0,"Da keine Forschungssoftware im Sinne der Definition verwendet oder entwickelt wird, findet auch keine Evaluation von Forschungssoftware statt.",0,"Die Publikation diskutiert zwar hochschuldidaktische Implikationen, bezieht sich aber nicht auf ein konkretes Lehr-Lern-Setting, sondern analysiert generelle Thesen zur 'Net Generation' und deren Mediennutzung.",-1,"Das prozessorientierte Paradigma (Vereinfachung von Lehr-Lern-Prozessen durch Software) wird nicht adressiert, da keine Forschungssoftware oder technologische Unterstützung von Lehr-Lern-Prozessen thematisiert wird.",0,"Die Publikation analysiert zwar Effekte der Mediennutzung auf Jugendliche und Studierende (z.B. Medienkompetenz, Nutzungsmotive), aber nicht im Sinne einer gezielten Messung kognitiver, motivationaler oder affektiver Wirkungen durch Forschungssoftware. Die Betrachtung ist eher sozialwissenschaftlich und kritisch-reflektierend.",-1,"Es wird keine neue Forschungssoftware entwickelt oder vorgestellt, daher ist das designorientierte Paradigma nicht relevant.",1,"Die Publikation diskutiert allgemeine Bildungstechnologien wie das Internet, Web 2.0 und digitale Medien im Kontext von Lehre und Lernen. Diese Technologien werden nicht als spezifische Forschungssoftware, sondern als gesellschaftlich verfügbare Tools analysiert, die in Bildungskontexten eingesetzt werden."
2,Orchestrierung von Web 2.0-Anwendungen im Kontext hochschulischer Lehr-/Lernprozesse,"Carell, Angela; Schaller, Isabel",2008,41.0,52.0,,41.pdf,"Seehusen, Silke; Lucke, Ulrike; Fischer, Stefan",,978-3-88579-226-0,1617-5468,DeLFI 2008: Die 6. e-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-132",Gesellschaft für Informatik e. V.,Bonn,07. - 10. September 2008,Lübeck,Regular Research Papers,Text/Conference Paper,de,,0,"Die Publikation erwähnt keine eigens entwickelte Forschungssoftware. Stattdessen werden bestehende Web 2.0-Anwendungen (z.B. Netvibes, WordPress, Google Docs, BibSonomy) genutzt, die nicht für einen spezifischen Forschungszweck erstellt wurden.",0,"Es findet keine Evaluation von Forschungssoftware statt, da keine solche Software im Sinne der Definition verwendet wird. Die Evaluation bezieht sich auf die Nutzung und Orchestrierung bestehender Web 2.0-Tools im Lehr-Lern-Kontext.",1,"Die Publikation beschreibt ein konkretes Lehr-Lern-Setting in Form einer Praxiswoche im Rahmen eines berufsbegleitenden Masterstudiengangs, in dem kollaboratives Lernen durch Web 2.0-Anwendungen unterstützt wird.",1,"Die Publikation legt einen starken Fokus auf die Vereinfachung und Unterstützung des Lehr-Lern-Prozesses durch die Orchestrierung von Web 2.0-Anwendungen. Es wird beschrieben, wie diese Tools die Organisation (z.B. Dokumentation, Kommunikation, Zugänglichkeit von Ressourcen) erleichtern und den Lehrenden entlasten.",0,"Die Effekte auf die Lernenden werden zwar qualitativ evaluiert (z.B. Reflexion, Motivation, Nutzung der Tools), jedoch steht nicht die systematische Messung kognitiver, motivationaler oder affektiver Wirkungen im Vordergrund. Die Evaluation ist eher implizit und dient der Reflexion des Settings.",-1,"Die Publikation entwickelt keine neue Forschungssoftware, sondern kombiniert bestehende Web 2.0-Anwendungen. Daher ist das designorientierte Paradigma nicht relevant.",1,"Die Publikation setzt allgemeine Bildungstechnologien (Web 2.0-Anwendungen wie Blogs, Wikis, RSS-Feeds) ein, die nicht spezifisch für Forschungszwecke entwickelt wurden, sondern im Zuge der Digitalisierung verfügbar sind und hier in einem Bildungskontext angewendet werden."
3,E-Learning im Second Life – Eine Veranstaltung „IT-Projektmanagement“,"Voß, Sarah; Vuong, The-Anh; Krömker, Detlef; Müller, Ralph",2008,53.0,64.0,,53.pdf,"Seehusen, Silke; Lucke, Ulrike; Fischer, Stefan",,978-3-88579-226-0,1617-5468,DeLFI 2008: Die 6. e-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-132",Gesellschaft für Informatik e. V.,Bonn,07. - 10. September 2008,Lübeck,Regular Research Papers,Text/Conference Paper,de,,0,"Die Publikation erwähnt keine eigens entwickelte Forschungssoftware. Stattdessen wird die bestehende Plattform Second Life als E-Learning-Tool eingesetzt, die nicht für diesen spezifischen Forschungszweck erstellt wurde.",1,"Second Life wird als E-Learning-Tool evaluiert, insbesondere hinsichtlich seiner Eignung als virtueller Lernort, sozialer Raum und Kommunikationsmedium. Die Evaluation umfasst technische Aspekte (z.B. Bedienbarkeit), didaktische Aspekte (z.B. Rollenspiel) und motivationale Aspekte (z.B. Hemmungen bei Präsentationen).",1,"Die Publikation beschreibt ein konkretes Lehr-Lern-Setting, nämlich die Veranstaltung „Einführung in das IT-Projektmanagement“ an der Johann Wolfgang Goethe-Universität, in der Second Life als Kommunikationsmedium für Gruppenarbeiten und Rollenspiele eingesetzt wird.",0,"Die Publikation thematisiert zwar organisatorische Aspekte wie die flexible Nutzung von Second Life (z.B. zeit- und ortsunabhängige Treffen), jedoch steht nicht die Vereinfachung des Lehr-Lern-Prozesses durch die Software im Vordergrund. Vielmehr geht es um die Evaluation der Software selbst und ihre Wirkung auf Lernende.",1,"Die Effekte von Second Life auf die Lernenden werden explizit gemessen, z.B. hinsichtlich Anonymität, Hemmungen bei Präsentationen, Motivation, Kommunikation und Identifikation mit dem Rollenspiel. Die Evaluation umfasst sowohl motivationale (z.B. aktive Beteiligung) als auch affektive Aspekte (z.B. Zufriedenheit).",-1,"Die Publikation beschreibt keine Entwicklung neuer Forschungssoftware. Second Life wird als bestehende Plattform genutzt, nicht als neu entwickelte Lösung.",1,"Second Life wird als allgemeine Bildungstechnologie eingesetzt, die nicht spezifisch für diesen Forschungszweck entwickelt wurde, sondern im Zuge der Digitalisierung von Lehr-Lern-Prozessen verfügbar ist. Die Publikation untersucht die Anwendung dieser Technologie in einem Bildungskontext."
4,eLearning als Teil einer serviceorientierten Hochschulinfrastruktur,"Graf, Stephan; Gergintchev, Ivan; Pätzold, Sebastian; Rathmayer, Sabine",2008,65.0,76.0,,65.pdf,"Seehusen, Silke; Lucke, Ulrike; Fischer, Stefan",,978-3-88579-226-0,1617-5468,DeLFI 2008: Die 6. e-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-132",Gesellschaft für Informatik e. V.,Bonn,07. - 10. September 2008,Lübeck,Regular Research Papers,Text/Conference Paper,de,,1,"Die Publikation beschreibt die Entwicklung und Integration von Schnittstellen, Diensten und Architekturen (z.B. CLIX2ERP, Enterprise Service Bus, Single Sign-On-Lösungen) zur Anbindung von eLearning-Systemen an Campus-Management-Systeme. Diese wurden explizit für den Forschungs- und Anwendungszweck der TUM erstellt und umfassen Quellcode, Algorithmen (z.B. für Datenumwandlung) und rechnergestützte Arbeitsabläufe.",0,"Obwohl die Publikation die Implementierung und Nutzung der Software beschreibt, wird keine systematische Evaluation der Forschungssoftware (z.B. Usability-Tests, Performance-Messungen oder Nutzerfeedback) durchgeführt. Es werden lediglich Nutzungszahlen (z.B. Anzahl der Lehrveranstaltungen) genannt, aber keine evaluativen Aussagen getroffen.",1,"Die Publikation bezieht sich auf konkrete Lehr-Lern-Settings, insbesondere die Integration von eLearning in die Hochschullehre (z.B. Nutzung von CLIX Campus für Lehrveranstaltungen, fallbasiertes Lernen in der Medizin). Es werden Anwendungsfälle wie die Anbindung von MediTUM, CLIX und Casus beschrieben, die direkt auf Lehr-Lern-Prozesse abzielen.",1,"Die Publikation legt einen starken Fokus auf die Vereinfachung und Optimierung von Lehr-Lern-Prozessen durch die Integration von Systemen (z.B. Single Sign-On, automatisierte Datenübertragung zwischen Systemen, Vermeidung von Mehrfachpflege). Dies dient der Entlastung von Lehrenden und der Verbesserung organisatorischer Abläufe, was dem prozessorientierten Paradigma entspricht.",-1,"Es werden keine Effekte der Forschungssoftware auf die Lernenden (z.B. Wissenserwerb, Motivation, Zufriedenheit) gemessen oder diskutiert. Der Fokus liegt auf technischen und organisatorischen Aspekten, nicht auf lernpsychologischen Wirkungen.",1,"Die Publikation beschreibt die Entwicklung neuer Softwarelösungen (z.B. Schnittstellen, Dienste, Architekturen) zur Integration von eLearning in Campus-Management-Systeme. Diese Lösungen wurden explizit für die Anforderungen der TUM entworfen und erfüllen Funktionen, die zuvor nicht realisierbar waren (z.B. föderiertes Identitätsmanagement, serviceorientierte Architektur).",0,"Die Publikation nutzt allgemeine Bildungstechnologien wie Learning Management Systeme (CLIX), Campus-Management-Systeme (HIS-POS) und Standards (z.B. Shibboleth, CDM). Diese Technologien sind nicht spezifisch für die Forschung entwickelt worden, sondern werden im Kontext der Digitalisierung von Lehr-Lern-Prozessen eingesetzt. Allerdings steht die Anwendung dieser Technologien nicht im Vordergrund, sondern deren Integration und Erweiterung."
5,Dienste-basierte Kopplung von virtueller und Präsenzlehre,"Lehsten, Philipp; Thiele, Andreas; Zilz, René; Dressler, Enrico; Zender, Raphael; Lucke, Ulrike; Tavangarian, Djamshid",2008,77.0,88.0,,77.pdf,"Seehusen, Silke; Lucke, Ulrike; Fischer, Stefan",,978-3-88579-226-0,1617-5468,DeLFI 2008: Die 6. e-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-132",Gesellschaft für Informatik e. V.,Bonn,07. - 10. September 2008,Lübeck,Regular Research Papers,Text/Conference Paper,de,,1,"Die Publikation beschreibt die Entwicklung eines prototypischen Systems zur Dienste-basierten Kopplung von Präsenzlehre und virtuellen Lernumgebungen (z. B. Second Life und Stud.IP). Dieses System umfasst Quellcode (Java-basierte Gegenstelle für ICSP, Web Services), Algorithmen (Dienstsuche und -bindung via Service Broker) und ausführbare Komponenten (Streaming-Dienst, Steuerungsdienst), die explizit für den Forschungszweck erstellt wurden.",1,"Die Publikation enthält ein Evaluationsszenario (Abschnitt 4), in dem der Prototyp im Rahmen einer Lehrveranstaltung getestet wird. Dabei wird die Funktionalität der Kopplung von Präsenzlehre und Second Life sowie die Akzeptanz durch reales und virtuelles Publikum evaluiert.",1,"Die Publikation beschreibt ein konkretes Lehr-Lern-Setting, in dem eine Präsenzveranstaltung in einer Medienwerkstatt mit virtuellen Teilnehmern in Second Life und der Lernplattform Stud.IP gekoppelt wird. Es wird detailliert auf die Nutzungsszenarien (Vortrag, Diskussion, Aufzeichnung) und die technische Umsetzung eingegangen.",1,"Die Publikation verfolgt explizit das Ziel, den Lehr-Lern-Prozess durch die Forschungssoftware zu vereinfachen. Dies zeigt sich in der Diskussion über die nahtlose Verzahnung von synchronen und asynchronen Szenarien, die flexible Kombination von Werkzeugen/Plattformen und die Entlastung der Nutzer durch transparente Dienstauswahl und -kombination (z. B. ad-hoc-Entscheidungen über Modalitäten).",0,"Obwohl die Akzeptanz des Systems durch Lernende im Evaluationsszenario erwähnt wird, liegt der Fokus nicht auf der Messung kognitiver, motivationaler oder affektiver Effekte. Die Evaluation beschränkt sich auf die technische Funktionalität und die grundsätzliche Akzeptanz, ohne vertiefte Analysen der Lernwirkungen.",1,"Die Publikation steht im Zeichen der Entwicklung neuer Forschungssoftware. Der Prototyp zur Dienste-basierten Kopplung von Präsenz- und virtueller Lehre wird als innovatives System beschrieben, das Funktionen ermöglicht, die zuvor nicht realisierbar waren (z. B. flexible Integration verschiedener Lernumgebungen über eine SOA-Zwischenschicht).",0,"Die Publikation nutzt zwar allgemeine Bildungstechnologien wie Second Life, Stud.IP oder Streaming-Server, jedoch steht die Anwendung dieser Technologien nicht im Vordergrund. Stattdessen wird eine eigens entwickelte Forschungssoftware (SOA-basierte Kopplung) als zentraler Beitrag präsentiert. Die allgemeinen Technologien dienen lediglich als Integrationspunkte für den Prototyp."
6,"Service-basierte Integration dynamischer, interaktiver Medien in Lernplattformen","Gläser, Martin; Zender, Raphael; Lucke, Ulrike; Tavangarian, Djamshid",2008,89.0,100.0,,89.pdf,"Seehusen, Silke; Lucke, Ulrike; Fischer, Stefan",,978-3-88579-226-0,1617-5468,DeLFI 2008: Die 6. e-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-132",Gesellschaft für Informatik e. V.,Bonn,07. - 10. September 2008,Lübeck,Regular Research Papers,Text/Conference Paper,de,,1,"Die Publikation beschreibt die Entwicklung eines prototypischen Systems zur Service-basierten Integration dynamischer, interaktiver Medien in Lernplattformen. Dieses System umfasst Quellcode-Elemente (z.B. Web Services, PlugIns für Stud.IP) und Algorithmen zur Kopplung verschiedener eLearning-Werkzeuge, was als Forschungssoftware im Sinne der Definition gilt.",0,"Obwohl die Publikation die Architektur und Implementierung des Systems detailliert beschreibt, gibt es keine explizite Evaluation der Forschungssoftware hinsichtlich ihrer Effektivität oder Effizienz. Es wird lediglich eine Bewertung der Vorteile des Ansatzes vorgenommen, aber keine systematische Evaluation.",1,"Die Publikation behandelt konkret die Integration von Vorlesungsaufzeichnungen und Live-Übertragungen in Lernplattformen wie Stud.IP. Dies stellt ein spezifisches Lehr-Lern-Setting dar, in dem Studierende sowohl synchron als auch asynchron an Lehrveranstaltungen teilnehmen können.",1,"Die Publikation legt einen starken Fokus auf die Vereinfachung und Automatisierung der Prozesse zur Produktion, Distribution und Integration von Lehrinhalten. Dies umfasst die Entlastung der Lehrenden durch automatisierte Publikation von Vorlesungsaufzeichnungen und die nahtlose Integration in Lernplattformen, was die Organisation des Lehr-Lern-Settings erleichtert.",-1,"Es gibt keine explizite oder implizite Messung der Effekte der Forschungssoftware auf die Lernenden, wie z.B. kognitive, motivationale oder affektive Wirkungen. Der Fokus liegt auf der technischen und prozessualen Integration, nicht auf den Lernergebnissen.",1,"Die Publikation steht im Zeichen der Entwicklung eines neuen Systems (Prototypen) zur Integration dynamischer Medien in Lernplattformen. Dieses System erfüllt Funktionen, die zuvor so nicht realisierbar waren, insbesondere die flexible, Service-basierte Kopplung verschiedener eLearning-Werkzeuge und Plattformen.",0,"Obwohl die Publikation Technologien wie Web Services, Streaming-Server und Lernplattformen (Stud.IP) einsetzt, die allgemein verfügbar sind, liegt der Fokus auf der spezifischen Integration und Erweiterung dieser Technologien für einen Forschungszweck. Daher spielt das Bildungstechnologie-Paradigma eine untergeordnete, aber vorhandene Rolle."
7,"Theatrum Machinarum Generale – Schauplatz der digitalen Wissensorganisation, Archivierung und Erschließung","Schulte, Jonas; Hampel, Thorsten; Gießmann, Marco;
Ferber, Ferdinand; Stark, Konrad",2008,101.0,112.0,,101.pdf,"Seehusen, Silke; Lucke, Ulrike; Fischer, Stefan",,978-3-88579-226-0,1617-5468,DeLFI 2008: Die 6. e-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-132",Gesellschaft für Informatik e. V.,Bonn,07. - 10. September 2008,Lübeck,Regular Research Papers,Text/Conference Paper,de,,1,"Die Publikation stellt das Wasabi-Framework vor, eine serviceorientierte Architektur, die explizit für die Integration von Forschungslaboren in digitale Bibliotheken und E-Learning-Infrastrukturen entwickelt wurde. Dies umfasst Quellcode-Dateien, Algorithmen und Services, die zu Forschungszwecken erstellt wurden.",0,"Obwohl die Publikation die Architektur und Integration des Wasabi-Frameworks beschreibt, wird keine explizite Evaluation der Software im Sinne einer Messung von Effekten oder Wirksamkeit durchgeführt. Es handelt sich eher um eine konzeptionelle und technische Beschreibung.",1,"Die Publikation thematisiert die Integration eines Thermoschock-Prüfstands in eine hochschulweite E-Learning-Infrastruktur. Dies umfasst konkrete Lehr-Lern-Settings wie Praktika, Seminare und kooperative Wissensarbeit in Forschung und Lehre.",1,"Die Publikation legt einen starken Fokus auf die Vereinfachung und Verbesserung der organisatorischen Abläufe in der Lehre und Forschung. Durch die serviceorientierte Architektur und die Integration des Labors in digitale Bibliotheken wird die Organisation und Strukturierung von Wissen erleichtert, was den Lehr-Lern-Prozess unterstützt.",0,"Obwohl die Publikation die Integration von Forschung und Lehre beschreibt, werden keine expliziten Effekte auf die Lernenden (z.B. Wissenserwerb, Motivation) gemessen oder diskutiert. Der Fokus liegt eher auf der technischen und organisatorischen Integration.",1,"Die Entwicklung des Wasabi-Frameworks und der serviceorientierten Architektur für das Thermoschock-Labor steht im Vordergrund. Es wird neue Forschungssoftware gebaut, die zuvor nicht realisierbare Funktionen (z.B. Integration von Laborgeräten in digitale Bibliotheken) ermöglicht.",0,"Die Publikation verwendet zwar digitale Technologien wie Webservices und CSCW-Systeme, jedoch steht die Entwicklung einer spezifischen Forschungssoftware (Wasabi-Framework) im Mittelpunkt. Allgemeine Bildungstechnologien werden nicht primär diskutiert, sondern als Teil der Infrastruktur genutzt."
8,Einsatz persönlicher Wissensnetze im Ressourcen-basierten Lernen,"Böhnstedt, Doreen; Scholl, Philipp; Benz, Bastian; Rensing, Christoph; Steinmetz, Ralf; Schmitz, Bernhard",2008,113.0,124.0,,113.pdf,"Seehusen, Silke; Lucke, Ulrike; Fischer, Stefan",,978-3-88579-226-0,1617-5468,DeLFI 2008: Die 6. e-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-132",Gesellschaft für Informatik e. V.,Bonn,07. - 10. September 2008,Lübeck,Regular Research Papers,Text/Conference Paper,de,,1,"Die Publikation beschreibt einen Prototypen einer Firefox-Extension, die als Wissensnetz-Werkzeug zur Unterstützung des Ressourcen-basierten Lernens entwickelt wurde. Dieser Prototyp stellt Forschungssoftware dar, da er Quellcode, Algorithmen und ausführbare Dateien umfasst, die speziell für den Forschungszweck erstellt wurden.",1,Die Publikation enthält eine Evaluation des Prototyps mit 64 Studierenden. Die Evaluation untersucht die Nutzung und die Effekte des Wissensnetz-Werkzeugs auf den Rechercheprozess und den Wissenserwerb der Lernenden.,1,"Die Publikation behandelt ein konkretes Lehr-Lern-Setting, in dem Studierende der Psychologie eine Rechercheaufgabe in Wikipedia durchführen und dabei das entwickelte Wissensnetz-Werkzeug nutzen.",1,"Die Forschungssoftware zielt darauf ab, den Lehr-Lern-Prozess zu vereinfachen, indem sie die Organisation und Repräsentation von Wissensartefakten unterstützt. Dies erleichtert die strukturelle und konzeptuelle Orientierung der Lernenden und reduziert die kognitive Mehrbelastung.",1,Die Evaluation der Software fokussiert explizit auf die Effekte der Nutzung des Wissensnetz-Werkzeugs auf die Lernenden. Es wird der Wissenserwerb durch einen Wissenstest vor und nach der Nutzung des Tools gemessen sowie die Zufriedenheit und Nutzungsbereitschaft der Studierenden abgefragt.,1,"Die Publikation legt einen starken Fokus auf die Entwicklung der Forschungssoftware selbst. Es wird ein neues Wissensnetz-Werkzeug konzipiert und prototypisch umgesetzt, das spezifische Funktionen zur Unterstützung des Ressourcen-basierten Lernens bietet, die so zuvor nicht realisierbar waren.",0,"Obwohl allgemeine Bildungstechnologien wie Webbrowser und Wikipedia im Lehr-Lern-Setting genutzt werden, steht die eigens entwickelte Forschungssoftware (das Wissensnetz-Werkzeug) im Vordergrund. Der Einsatz allgemeiner Technologien ist vorhanden, aber nicht der primäre Fokus der Publikation."
9,Einsatz und Evaluation eines Zielmanagement-Werkzeugs bei der selbstregulierten Internet-Recherche,"Scholl, Philipp; Benz, Bastian; Böhnstedt, Doreen; Rensing, Christoph; Steinmetz, Ralf; Schmitz, Bernhard",2008,125.0,136.0,,125.pdf,"Seehusen, Silke; Lucke, Ulrike; Fischer, Stefan",,978-3-88579-226-0,1617-5468,DeLFI 2008: Die 6. e-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-132",Gesellschaft für Informatik e. V.,Bonn,07. - 10. September 2008,Lübeck,Regular Research Papers,Text/Conference Paper,de,,1,"Die Publikation beschreibt die Entwicklung und Implementierung eines Zielmanagement-Werkzeugs als Firefox-Erweiterung, das speziell für den Forschungszweck des selbstregulierten Lernens bei Internet-Recherchen erstellt wurde. Es handelt sich um eine eigens entwickelte Software mit Quellcode, Algorithmen und einer spezifischen Funktionalität zur Unterstützung metakognitiver Prozesse.",1,"Die Publikation stellt eine Evaluationsstudie vor, in der das entwickelte Zielmanagement-Werkzeug mit Kontrollgruppen verglichen wird. Es werden Daten zu Nutzung, Leistung, Emotionen und Motivation der Lernenden erhoben und analysiert, um die Effekte der Software zu messen.",1,"Die Publikation untersucht ein konkretes Lehr-Lern-Setting, nämlich die selbstregulierte Internet-Recherche von Studierenden im Rahmen einer 45-minütigen Lernepisode. Das Setting ist klar definiert und umfasst Aufgaben, Zeitvorgaben sowie die Nutzung spezifischer Werkzeuge (z. B. Wikipedia).",0,"Obwohl die Software die Organisation des Lernprozesses (z. B. Zielsetzung, Planung, Überwachung) unterstützt, steht die Vereinfachung organisatorischer Abläufe nicht im expliziten Fokus der Evaluation. Die Autoren messen zwar prozessbezogene Variablen (z. B. Nutzung der Zielhierarchie), aber der primäre Evaluationsfokus liegt auf den Effekten auf die Lernenden, nicht auf der Entlastung der Lehrenden oder der Verbesserung von Rahmenbedingungen.",1,"Die Evaluation konzentriert sich explizit auf die Effekte der Software auf die Lernenden. Es werden kognitive Aspekte (z. B. Leistungstests), motivationale Aspekte (z. B. Motivation, Selbstwirksamkeit) und affektive Aspekte (z. B. Emotionen gemessen mit der PANAS) erhoben und analysiert. Die Forschungsfragen zielen darauf ab, Unterschiede im Lernverhalten und -erleben zwischen den Gruppen zu identifizieren.",1,"Die Publikation legt einen starken Fokus auf die Entwicklung des Zielmanagement-Werkzeugs. Die Autoren beschreiben detailliert das theoretische Konzept, die technische Umsetzung (z. B. als Firefox-Erweiterung) und die Funktionalitäten der Software. Die Entwicklung der Software steht im Vordergrund und erfüllt neue Funktionen zur Unterstützung selbstregulierten Lernens, die zuvor so nicht realisierbar waren.",0,"Obwohl allgemeine Technologien wie der Firefox-Browser oder Wikipedia genutzt werden, steht nicht deren Anwendung im Vordergrund. Stattdessen wird eine eigens entwickelte Forschungssoftware evaluiert. Die Nutzung allgemeiner Bildungstechnologien ist hier nur Mittel zum Zweck und nicht der primäre Evaluationsgegenstand."
10,Einsatz eines webbasierten Mehrautorensystems in der Lehre - ein Erfahrungsbericht,"Hu, Bo; Gollin, Klaus",2008,137.0,148.0,,137.pdf,"Seehusen, Silke; Lucke, Ulrike; Fischer, Stefan",,978-3-88579-226-0,1617-5468,DeLFI 2008: Die 6. e-Learning Fachtagung Informatik,"Lecture Notes in Informatics (LNI) - Proceedings, Volume P-132",Gesellschaft für Informatik e. V.,Bonn,07. - 10. September 2008,Lübeck,Regular Research Papers,Text/Conference Paper,de,,1,"Die Publikation beschreibt ein webbasiertes Mehrautorensystem (CAS), das speziell für die kollaborative Erstellung von Dokumenten in der Lehre entwickelt wurde. Es handelt sich um ein XML- und webbasiertes System mit spezifischen Funktionen wie Versionierung, Logging und Kommentierung, die explizit für Forschungs- und Lehrzwecke erstellt wurden.",1,"Die Nutzung des Mehrautorensystems wird anhand von Logging- und Versionierungsdaten evaluiert. Es werden Nutzungsintensität, Arbeitsverteilung innerhalb der Gruppen und Verbesserungspotentiale analysiert, was eine systematische Evaluation der Software darstellt.",1,"Die Publikation berichtet über den Einsatz des Mehrautorensystems in einem konkreten Lehr-Lern-Setting, nämlich bei der Erstellung von Diplomarbeiten und der Durchführung von Fallstudien an der FOM. Es wird beschrieben, wie das System in der Lehre genutzt wird und welche Erfahrungen damit gemacht wurden.",1,"Der Fokus liegt auf der Vereinfachung des Lehr-Lern-Prozesses durch das Mehrautorensystem. Es wird beschrieben, wie das System organisatorische Abläufe erleichtert (z.B. durch Versionierung, Kommentarfunktionen und Betreuung), die Lehrenden entlastet und die Rahmenbedingungen der Lehre verbessert (z.B. durch zeitnahes Feedback und Plagiatsbekämpfung).",0,"Obwohl die Effekte auf die Lernenden implizit angesprochen werden (z.B. durch Feedback und Motivation), liegt der explizite Fokus nicht auf der Messung kognitiver, motivationaler oder affektiver Wirkungen. Es gibt keine systematische Erhebung von Lernerfolgen oder Zufriedenheit der Lernenden.",1,"Die Entwicklung des Mehrautorensystems steht im Vordergrund. Das System wurde weiterentwickelt und um spezifische Funktionen (z.B. Versionierung, Kommentierung, Literaturverwaltung) erweitert, die zuvor in dieser Form nicht realisierbar waren. Die Publikation beschreibt die technische Umsetzung und die konzeptionelle Weiterentwicklung des Systems.",0,"Obwohl das System webbasierte Technologien nutzt, handelt es sich nicht um eine allgemeine Bildungstechnologie, sondern um eine spezifisch für den Forschungs- und Lehrkontext entwickelte Software. Der Einsatz allgemeiner Technologien (z.B. Textverarbeitungsprogramme) wird zwar erwähnt, steht aber nicht im Fokus der Publikation."
